instrument,level_id,horizon,year,n_touches,n_continuation_first,n_reversal_first,cont_minus_rev_diff
ES,upper_N10_median_k0,60,2022,228,111,89,0.09649122807017543
ES,upper_N10_median_k0,120,2018,227,103,86,0.07488986784140969
ES,upper_N10_median_k0,120,2019,220,83,111,-0.12727272727272726
ES,upper_N10_median_k0,120,2020,230,97,106,-0.0391304347826087
ES,upper_N10_median_k0,120,2021,225,105,95,0.044444444444444446
ES,upper_N10_median_k0,120,2022,228,111,89,0.09649122807017543
ES,upper_N10_median_k1,5,2018,214,81,92,-0.0514018691588785
ES,upper_N10_median_k1,5,2019,198,84,84,0.0
ES,upper_N10_median_k1,5,2020,209,84,96,-0.05741626794258373
ES,upper_N10_median_k1,5,2021,201,90,86,0.01990049751243781
ES,upper_N10_median_k1,5,2022,209,103,82,0.10047846889952153
ES,upper_N10_median_k1,15,2018,214,83,92,-0.04205607476635514
ES,upper_N10_median_k1,15,2019,198,86,86,0.0
ES,upper_N10_median_k1,15,2020,209,87,101,-0.06698564593301436
ES,upper_N10_median_k1,15,2021,201,93,88,0.024875621890547265
ES,upper_N10_median_k1,15,2022,209,103,85,0.0861244019138756
ES,upper_N10_median_k1,30,2018,214,83,92,-0.04205607476635514
ES,upper_N10_median_k1,30,2019,198,86,87,-0.005050505050505051
ES,upper_N10_median_k1,30,2020,209,88,101,-0.06220095693779904
ES,upper_N10_median_k1,30,2021,201,93,88,0.024875621890547265
ES,upper_N10_median_k1,30,2022,209,103,85,0.0861244019138756
ES,upper_N10_median_k1,60,2018,214,83,92,-0.04205607476635514
ES,upper_N10_median_k1,60,2019,198,86,87,-0.005050505050505051
ES,upper_N10_median_k1,60,2020,209,88,101,-0.06220095693779904
ES,upper_N10_median_k1,60,2021,201,93,88,0.024875621890547265
ES,upper_N10_median_k1,60,2022,209,103,85,0.0861244019138756
ES,upper_N10_median_k1,120,2018,214,83,92,-0.04205607476635514
ES,upper_N10_median_k1,120,2019,198,86,87,-0.005050505050505051
ES,upper_N10_median_k1,120,2020,209,88,101,-0.06220095693779904
ES,upper_N10_median_k1,120,2021,201,93,88,0.024875621890547265
ES,upper_N10_median_k1,120,2022,209,103,85,0.0861244019138756
ES,upper_N10_median_k2,5,2018,199,70,98,-0.1407035175879397
ES,upper_N10_median_k2,5,2019,178,82,74,0.0449438202247191
ES,upper_N10_median_k2,5,2020,184,88,67,0.11413043478260869
ES,upper_N10_median_k2,5,2021,180,76,74,0.011111111111111112
ES,upper_N10_median_k2,5,2022,198,93,83,0.050505050505050504
ES,upper_N10_median_k2,15,2018,199,71,98,-0.135678391959799
ES,upper_N10_median_k2,15,2019,178,85,76,0.05056179775280899
ES,upper_N10_median_k2,15,2020,184,95,70,0.1358695652173913
ES,upper_N10_median_k2,15,2021,180,79,77,0.011111111111111112
ES,upper_N10_median_k2,15,2022,198,93,84,0.045454545454545456
ES,upper_N10_median_k2,30,2018,199,71,98,-0.135678391959799
ES,upper_N10_median_k2,30,2019,178,85,76,0.05056179775280899
ES,upper_N10_median_k2,30,2020,184,96,71,0.1358695652173913
ES,upper_N10_median_k2,30,2021,180,81,78,0.016666666666666666
ES,upper_N10_median_k2,30,2022,198,93,84,0.045454545454545456
ES,upper_N10_median_k2,60,2018,199,71,98,-0.135678391959799
ES,upper_N10_median_k2,60,2019,178,85,76,0.05056179775280899
ES,upper_N10_median_k2,60,2020,184,96,71,0.1358695652173913
ES,upper_N10_median_k2,60,2021,180,81,78,0.016666666666666666
ES,upper_N10_median_k2,60,2022,198,93,84,0.045454545454545456
ES,upper_N10_median_k2,120,2018,199,71,98,-0.135678391959799
ES,upper_N10_median_k2,120,2019,178,85,76,0.05056179775280899
ES,upper_N10_median_k2,120,2020,184,96,71,0.1358695652173913
ES,upper_N10_median_k2,120,2021,180,81,78,0.016666666666666666
ES,upper_N10_median_k2,120,2022,198,93,84,0.045454545454545456
ES,upper_N10_median_k3,5,2018,180,64,83,-0.10555555555555556
ES,upper_N10_median_k3,5,2019,164,78,66,0.07317073170731707
ES,upper_N10_median_k3,5,2020,167,62,68,-0.03592814371257485
ES,upper_N10_median_k3,5,2021,161,69,73,-0.024844720496894408
ES,upper_N10_median_k3,5,2022,184,82,82,0.0
ES,upper_N10_median_k3,15,2018,180,67,84,-0.09444444444444444
ES,upper_N10_median_k3,15,2019,164,83,66,0.10365853658536585
ES,upper_N10_median_k3,15,2020,167,67,73,-0.03592814371257485
ES,upper_N10_median_k3,15,2021,161,71,74,-0.018633540372670808
ES,upper_N10_median_k3,15,2022,184,82,85,-0.016304347826086956
ES,upper_N10_median_k3,30,2018,180,68,84,-0.08888888888888889
ES,upper_N10_median_k3,30,2019,164,85,66,0.11585365853658537
ES,upper_N10_median_k3,30,2020,167,69,74,-0.029940119760479042
ES,upper_N10_median_k3,30,2021,161,72,74,-0.012422360248447204
ES,upper_N10_median_k3,30,2022,184,82,85,-0.016304347826086956
ES,upper_N10_median_k3,60,2018,180,68,84,-0.08888888888888889
ES,upper_N10_median_k3,60,2019,164,85,66,0.11585365853658537
ES,upper_N10_median_k3,60,2020,167,69,74,-0.029940119760479042
ES,upper_N10_median_k3,60,2021,161,72,74,-0.012422360248447204
ES,upper_N10_median_k3,60,2022,184,82,85,-0.016304347826086956
ES,upper_N10_median_k3,120,2018,180,68,84,-0.08888888888888889
ES,upper_N10_median_k3,120,2019,164,85,66,0.11585365853658537
ES,upper_N10_median_k3,120,2020,167,69,74,-0.029940119760479042
ES,upper_N10_median_k3,120,2021,161,72,74,-0.012422360248447204
ES,upper_N10_median_k3,120,2022,184,82,85,-0.016304347826086956
ES,upper_N20_ema_k0,5,2018,213,99,79,0.09389671361502347
ES,upper_N20_ema_k0,5,2019,210,88,102,-0.06666666666666667
ES,upper_N20_ema_k0,5,2020,224,92,97,-0.022321428571428572
ES,upper_N20_ema_k0,5,2021,221,103,95,0.03619909502262444
ES,upper_N20_ema_k0,5,2022,221,113,89,0.1085972850678733
ES,upper_N20_ema_k0,15,2018,213,99,79,0.09389671361502347
ES,upper_N20_ema_k0,15,2019,210,89,102,-0.06190476190476191
ES,upper_N20_ema_k0,15,2020,224,97,102,-0.022321428571428572
ES,upper_N20_ema_k0,15,2021,221,104,97,0.03167420814479638
ES,upper_N20_ema_k0,15,2022,221,113,89,0.1085972850678733
ES,upper_N20_ema_k0,30,2018,213,99,79,0.09389671361502347
ES,upper_N20_ema_k0,30,2019,210,89,102,-0.06190476190476191
ES,upper_N20_ema_k0,30,2020,224,97,104,-0.03125
ES,upper_N20_ema_k0,30,2021,221,104,97,0.03167420814479638
ES,upper_N20_ema_k0,30,2022,221,113,89,0.1085972850678733
ES,upper_N20_ema_k0,60,2018,213,99,79,0.09389671361502347
ES,upper_N20_ema_k0,60,2019,210,89,102,-0.06190476190476191
ES,upper_N20_ema_k0,60,2020,224,97,104,-0.03125
ES,upper_N20_ema_k0,60,2021,221,105,97,0.03619909502262444
ES,upper_N20_ema_k0,60,2022,221,113,89,0.1085972850678733
ES,upper_N20_ema_k0,120,2018,213,99,79,0.09389671361502347
ES,upper_N20_ema_k0,120,2019,210,89,102,-0.06190476190476191
ES,upper_N20_ema_k0,120,2020,224,97,104,-0.03125
ES,upper_N20_ema_k0,120,2021,221,105,97,0.03619909502262444
ES,upper_N20_ema_k0,120,2022,221,113,89,0.1085972850678733
ES,upper_N20_ema_k1,5,2018,200,80,90,-0.05
ES,upper_N20_ema_k1,5,2019,191,93,78,0.07853403141361257
ES,upper_N20_ema_k1,5,2020,200,92,78,0.07
ES,upper_N20_ema_k1,5,2021,199,91,88,0.01507537688442211
ES,upper_N20_ema_k1,5,2022,207,102,81,0.10144927536231885
ES,upper_N20_ema_k1,15,2018,200,82,90,-0.04
ES,upper_N20_ema_k1,15,2019,191,95,81,0.07329842931937172
ES,upper_N20_ema_k1,15,2020,200,96,83,0.065
ES,upper_N20_ema_k1,15,2021,199,93,88,0.02512562814070352
ES,upper_N20_ema_k1,15,2022,207,102,84,0.08695652173913043
ES,upper_N20_ema_k1,30,2018,200,82,90,-0.04
ES,upper_N20_ema_k1,30,2019,191,95,81,0.07329842931937172
ES,upper_N20_ema_k1,30,2020,200,96,83,0.065
ES,upper_N20_ema_k1,30,2021,199,94,88,0.03015075376884422
ES,upper_N20_ema_k1,30,2022,207,102,84,0.08695652173913043
ES,upper_N20_ema_k1,60,2018,200,82,90,-0.04
ES,upper_N20_ema_k1,60,2019,191,95,81,0.07329842931937172
ES,upper_N20_ema_k1,60,2020,200,96,83,0.065
ES,upper_N20_ema_k1,60,2021,199,95,88,0.035175879396984924
ES,upper_N20_ema_k1,60,2022,207,102,84,0.08695652173913043
ES,upper_N20_ema_k1,120,2018,200,82,90,-0.04
ES,upper_N20_ema_k1,120,2019,191,95,81,0.07329842931937172
ES,upper_N20_ema_k1,120,2020,200,96,83,0.065
ES,upper_N20_ema_k1,120,2021,199,95,88,0.035175879396984924
ES,upper_N20_ema_k1,120,2022,207,102,84,0.08695652173913043
ES,upper_N20_ema_k2,5,2018,181,77,78,-0.0055248618784530384
ES,upper_N20_ema_k2,5,2019,175,82,72,0.05714285714285714
ES,upper_N20_ema_k2,5,2020,184,77,76,0.005434782608695652
ES,upper_N20_ema_k2,5,2021,177,78,72,0.03389830508474576
ES,upper_N20_ema_k2,5,2022,191,95,74,0.1099476439790576
ES,upper_N20_ema_k2,15,2018,181,77,80,-0.016574585635359115
ES,upper_N20_ema_k2,15,2019,175,86,76,0.05714285714285714
ES,upper_N20_ema_k2,15,2020,184,83,79,0.021739130434782608
ES,upper_N20_ema_k2,15,2021,177,85,74,0.062146892655367235
ES,upper_N20_ema_k2,15,2022,191,95,75,0.10471204188481675
ES,upper_N20_ema_k2,30,2018,181,77,80,-0.016574585635359115
ES,upper_N20_ema_k2,30,2019,175,86,76,0.05714285714285714
ES,upper_N20_ema_k2,30,2020,184,84,80,0.021739130434782608
ES,upper_N20_ema_k2,30,2021,177,86,74,0.06779661016949153
ES,upper_N20_ema_k2,30,2022,191,95,75,0.10471204188481675
ES,upper_N20_ema_k2,60,2018,181,77,80,-0.016574585635359115
ES,upper_N20_ema_k2,60,2019,175,86,76,0.05714285714285714
ES,upper_N20_ema_k2,60,2020,184,84,80,0.021739130434782608
ES,upper_N20_ema_k2,60,2021,177,86,74,0.06779661016949153
ES,upper_N20_ema_k2,60,2022,191,95,75,0.10471204188481675
ES,upper_N20_ema_k2,120,2018,181,77,80,-0.016574585635359115
ES,upper_N20_ema_k2,120,2019,175,86,76,0.05714285714285714
ES,upper_N20_ema_k2,120,2020,184,84,80,0.021739130434782608
ES,upper_N20_ema_k2,120,2021,177,86,74,0.06779661016949153
ES,upper_N20_ema_k2,120,2022,191,95,75,0.10471204188481675
ES,upper_N20_ema_k3,5,2018,167,63,84,-0.12574850299401197
ES,upper_N20_ema_k3,5,2019,157,69,66,0.01910828025477707
ES,upper_N20_ema_k3,5,2020,167,73,73,0.0
ES,upper_N20_ema_k3,5,2021,160,64,71,-0.04375
ES,upper_N20_ema_k3,5,2022,179,77,81,-0.0223463687150838
ES,upper_N20_ema_k3,15,2018,167,64,86,-0.1317365269461078
ES,upper_N20_ema_k3,15,2019,157,75,67,0.050955414012738856
ES,upper_N20_ema_k3,15,2020,167,78,74,0.023952095808383235
ES,upper_N20_ema_k3,15,2021,160,70,75,-0.03125
ES,upper_N20_ema_k3,15,2022,179,78,83,-0.027932960893854747
ES,upper_N20_ema_k3,30,2018,167,64,86,-0.1317365269461078
ES,upper_N20_ema_k3,30,2019,157,76,67,0.05732484076433121
ES,upper_N20_ema_k3,30,2020,167,80,74,0.03592814371257485
ES,upper_N20_ema_k3,30,2021,160,70,75,-0.03125
ES,upper_N20_ema_k3,30,2022,179,78,83,-0.027932960893854747
ES,upper_N20_ema_k3,60,2018,167,64,86,-0.1317365269461078
ES,upper_N20_ema_k3,60,2019,157,76,67,0.05732484076433121
ES,upper_N20_ema_k3,60,2020,167,80,74,0.03592814371257485
ES,upper_N20_ema_k3,60,2021,160,70,75,-0.03125
ES,upper_N20_ema_k3,60,2022,179,78,83,-0.027932960893854747
ES,upper_N20_ema_k3,120,2018,167,64,86,-0.1317365269461078
ES,upper_N20_ema_k3,120,2019,157,76,67,0.05732484076433121
ES,upper_N20_ema_k3,120,2020,167,80,74,0.03592814371257485
ES,upper_N20_ema_k3,120,2021,160,70,75,-0.03125
ES,upper_N20_ema_k3,120,2022,179,78,83,-0.027932960893854747
ES,upper_N20_mean_k0,5,2018,212,101,82,0.08962264150943396
ES,upper_N20_mean_k0,5,2019,208,91,99,-0.038461538461538464
ES,upper_N20_mean_k0,5,2020,227,89,101,-0.05286343612334802
ES,upper_N20_mean_k0,5,2021,223,97,102,-0.02242152466367713
ES,upper_N20_mean_k0,5,2022,220,111,86,0.11363636363636363
ES,upper_N20_mean_k0,15,2018,212,101,82,0.08962264150943396
ES,upper_N20_mean_k0,15,2019,208,91,100,-0.04326923076923077
ES,upper_N20_mean_k0,15,2020,227,94,108,-0.06167400881057269
ES,upper_N20_mean_k0,15,2021,223,97,104,-0.03139013452914798
ES,upper_N20_mean_k0,15,2022,220,111,86,0.11363636363636363
ES,upper_N20_mean_k0,30,2018,212,101,82,0.08962264150943396
ES,upper_N20_mean_k0,30,2019,208,91,100,-0.04326923076923077
ES,upper_N20_mean_k0,30,2020,227,94,110,-0.07048458149779736
ES,upper_N20_mean_k0,30,2021,223,97,104,-0.03139013452914798
ES,upper_N20_mean_k0,30,2022,220,111,86,0.11363636363636363
ES,upper_N20_mean_k0,60,2018,212,101,82,0.08962264150943396
ES,upper_N20_mean_k0,60,2019,208,91,100,-0.04326923076923077
ES,upper_N20_mean_k0,60,2020,227,94,110,-0.07048458149779736
ES,upper_N20_mean_k0,60,2021,223,98,104,-0.026905829596412557
ES,upper_N20_mean_k0,60,2022,220,111,86,0.11363636363636363
ES,upper_N20_mean_k0,120,2018,212,101,82,0.08962264150943396
ES,upper_N20_mean_k0,120,2019,208,91,100,-0.04326923076923077
ES,upper_N20_mean_k0,120,2020,227,94,110,-0.07048458149779736
ES,upper_N20_mean_k0,120,2021,223,98,104,-0.026905829596412557
ES,upper_N20_mean_k0,120,2022,220,111,86,0.11363636363636363
ES,upper_N20_mean_k1,5,2018,196,83,85,-0.01020408163265306
ES,upper_N20_mean_k1,5,2019,190,90,73,0.08947368421052632
ES,upper_N20_mean_k1,5,2020,199,92,75,0.08542713567839195
ES,upper_N20_mean_k1,5,2021,198,88,90,-0.010101010101010102
ES,upper_N20_mean_k1,5,2022,209,107,80,0.1291866028708134
ES,upper_N20_mean_k1,15,2018,196,85,85,0.0
ES,upper_N20_mean_k1,15,2019,190,95,78,0.08947368421052632
ES,upper_N20_mean_k1,15,2020,199,96,78,0.09045226130653267
ES,upper_N20_mean_k1,15,2021,198,90,90,0.0
ES,upper_N20_mean_k1,15,2022,209,107,82,0.11961722488038277
ES,upper_N20_mean_k1,30,2018,196,85,85,0.0
ES,upper_N20_mean_k1,30,2019,190,95,78,0.08947368421052632
ES,upper_N20_mean_k1,30,2020,199,96,78,0.09045226130653267
ES,upper_N20_mean_k1,30,2021,198,91,91,0.0
ES,upper_N20_mean_k1,30,2022,209,107,82,0.11961722488038277
ES,upper_N20_mean_k1,60,2018,196,85,85,0.0
ES,upper_N20_mean_k1,60,2019,190,95,78,0.08947368421052632
ES,upper_N20_mean_k1,60,2020,199,96,78,0.09045226130653267
ES,upper_N20_mean_k1,60,2021,198,91,91,0.0
ES,upper_N20_mean_k1,60,2022,209,107,82,0.11961722488038277
ES,upper_N20_mean_k1,120,2018,196,85,85,0.0
ES,upper_N20_mean_k1,120,2019,190,95,78,0.08947368421052632
ES,upper_N20_mean_k1,120,2020,199,96,78,0.09045226130653267
ES,upper_N20_mean_k1,120,2021,198,91,91,0.0
ES,upper_N20_mean_k1,120,2022,209,107,82,0.11961722488038277
ES,upper_N20_mean_k2,5,2018,182,70,84,-0.07692307692307693
ES,upper_N20_mean_k2,5,2019,175,84,71,0.07428571428571429
ES,upper_N20_mean_k2,5,2020,184,72,82,-0.05434782608695652
ES,upper_N20_mean_k2,5,2021,179,79,73,0.0335195530726257
ES,upper_N20_mean_k2,5,2022,194,93,79,0.07216494845360824
ES,upper_N20_mean_k2,15,2018,182,70,85,-0.08241758241758242
ES,upper_N20_mean_k2,15,2019,175,88,74,0.08
ES,upper_N20_mean_k2,15,2020,184,78,85,-0.03804347826086957
ES,upper_N20_mean_k2,15,2021,179,85,76,0.05027932960893855
ES,upper_N20_mean_k2,15,2022,194,94,80,0.07216494845360824
ES,upper_N20_mean_k2,30,2018,182,70,85,-0.08241758241758242
ES,upper_N20_mean_k2,30,2019,175,88,75,0.07428571428571429
ES,upper_N20_mean_k2,30,2020,184,80,85,-0.02717391304347826
ES,upper_N20_mean_k2,30,2021,179,87,76,0.061452513966480445
ES,upper_N20_mean_k2,30,2022,194,94,80,0.07216494845360824
ES,upper_N20_mean_k2,60,2018,182,70,85,-0.08241758241758242
ES,upper_N20_mean_k2,60,2019,175,88,75,0.07428571428571429
ES,upper_N20_mean_k2,60,2020,184,80,85,-0.02717391304347826
ES,upper_N20_mean_k2,60,2021,179,87,76,0.061452513966480445
ES,upper_N20_mean_k2,60,2022,194,94,80,0.07216494845360824
ES,upper_N20_mean_k2,120,2018,182,70,85,-0.08241758241758242
ES,upper_N20_mean_k2,120,2019,175,88,75,0.07428571428571429
ES,upper_N20_mean_k2,120,2020,184,80,85,-0.02717391304347826
ES,upper_N20_mean_k2,120,2021,179,87,76,0.061452513966480445
ES,upper_N20_mean_k2,120,2022,194,94,80,0.07216494845360824
ES,upper_N20_mean_k3,5,2018,166,63,80,-0.10240963855421686
ES,upper_N20_mean_k3,5,2019,158,73,64,0.056962025316455694
ES,upper_N20_mean_k3,5,2020,170,78,72,0.03529411764705882
ES,upper_N20_mean_k3,5,2021,160,63,70,-0.04375
ES,upper_N20_mean_k3,5,2022,180,76,79,-0.016666666666666666
ES,upper_N20_mean_k3,15,2018,166,66,82,-0.0963855421686747
ES,upper_N20_mean_k3,15,2019,158,77,66,0.06962025316455696
ES,upper_N20_mean_k3,15,2020,170,84,72,0.07058823529411765
ES,upper_N20_mean_k3,15,2021,160,70,74,-0.025
ES,upper_N20_mean_k3,15,2022,180,79,81,-0.011111111111111112
ES,upper_N20_mean_k3,30,2018,166,66,82,-0.0963855421686747
ES,upper_N20_mean_k3,30,2019,158,77,66,0.06962025316455696
ES,upper_N20_mean_k3,30,2020,170,85,72,0.07647058823529412
ES,upper_N20_mean_k3,30,2021,160,70,74,-0.025
ES,upper_N20_mean_k3,30,2022,180,79,81,-0.011111111111111112
ES,upper_N20_mean_k3,60,2018,166,66,82,-0.0963855421686747
ES,upper_N20_mean_k3,60,2019,158,77,66,0.06962025316455696
ES,upper_N20_mean_k3,60,2020,170,85,72,0.07647058823529412
ES,upper_N20_mean_k3,60,2021,160,70,74,-0.025
ES,upper_N20_mean_k3,60,2022,180,79,81,-0.011111111111111112
ES,upper_N20_mean_k3,120,2018,166,66,82,-0.0963855421686747
ES,upper_N20_mean_k3,120,2019,158,77,66,0.06962025316455696
ES,upper_N20_mean_k3,120,2020,170,85,72,0.07647058823529412
ES,upper_N20_mean_k3,120,2021,160,70,74,-0.025
ES,upper_N20_mean_k3,120,2022,180,79,81,-0.011111111111111112
ES,upper_N20_median_k0,5,2018,218,103,86,0.0779816513761468
ES,upper_N20_median_k0,5,2019,218,89,107,-0.08256880733944955
ES,upper_N20_median_k0,5,2020,232,87,112,-0.10775862068965517
ES,upper_N20_median_k0,5,2021,228,107,97,0.043859649122807015
ES,upper_N20_median_k0,5,2022,228,105,97,0.03508771929824561
ES,upper_N20_median_k0,15,2018,218,103,87,0.07339449541284404
ES,upper_N20_median_k0,15,2019,218,89,108,-0.0871559633027523
ES,upper_N20_median_k0,15,2020,232,89,114,-0.10775862068965517
ES,upper_N20_median_k0,15,2021,228,108,99,0.039473684210526314
ES,upper_N20_median_k0,15,2022,228,106,97,0.039473684210526314
ES,upper_N20_median_k0,30,2018,218,103,87,0.07339449541284404
ES,upper_N20_median_k0,30,2019,218,89,108,-0.0871559633027523
ES,upper_N20_median_k0,30,2020,232,90,114,-0.10344827586206896
ES,upper_N20_median_k0,30,2021,228,108,99,0.039473684210526314
ES,upper_N20_median_k0,30,2022,228,106,97,0.039473684210526314
ES,upper_N20_median_k0,60,2018,218,103,87,0.07339449541284404
ES,upper_N20_median_k0,60,2019,218,89,108,-0.0871559633027523
ES,upper_N20_median_k0,60,2020,232,90,114,-0.10344827586206896
ES,upper_N20_median_k0,60,2021,228,109,99,0.043859649122807015
ES,upper_N20_median_k0,60,2022,228,106,97,0.039473684210526314
ES,upper_N20_median_k0,120,2018,218,103,87,0.07339449541284404
ES,upper_N20_median_k0,120,2019,218,89,108,-0.0871559633027523
ES,upper_N20_median_k0,120,2020,232,90,114,-0.10344827586206896
ES,upper_N20_median_k0,120,2021,228,109,99,0.043859649122807015
ES,upper_N20_median_k0,120,2022,228,106,97,0.039473684210526314
ES,upper_N20_median_k1,5,2018,204,80,85,-0.024509803921568627
ES,upper_N20_median_k1,5,2019,195,91,84,0.035897435897435895
ES,upper_N20_median_k1,5,2020,205,85,88,-0.014634146341463415
ES,upper_N20_median_k1,5,2021,200,91,88,0.015
ES,upper_N20_median_k1,5,2022,209,105,83,0.10526315789473684
ES,upper_N20_median_k1,15,2018,204,81,85,-0.0196078431372549
ES,upper_N20_median_k1,15,2019,195,93,86,0.035897435897435895
ES,upper_N20_median_k1,15,2020,205,90,90,0.0
ES,upper_N20_median_k1,15,2021,200,92,92,0.0
ES,upper_N20_median_k1,15,2022,209,106,85,0.10047846889952153
ES,upper_N20_median_k1,30,2018,204,81,85,-0.0196078431372549
ES,upper_N20_median_k1,30,2019,195,93,86,0.035897435897435895
ES,upper_N20_median_k1,30,2020,205,90,90,0.0
ES,upper_N20_median_k1,30,2021,200,93,92,0.005
ES,upper_N20_median_k1,30,2022,209,106,85,0.10047846889952153
ES,upper_N20_median_k1,60,2018,204,81,85,-0.0196078431372549
ES,upper_N20_median_k1,60,2019,195,93,86,0.035897435897435895
ES,upper_N20_median_k1,60,2020,205,90,90,0.0
ES,upper_N20_median_k1,60,2021,200,94,92,0.01
ES,upper_N20_median_k1,60,2022,209,106,85,0.10047846889952153
ES,upper_N20_median_k1,120,2018,204,81,85,-0.0196078431372549
ES,upper_N20_median_k1,120,2019,195,93,86,0.035897435897435895
ES,upper_N20_median_k1,120,2020,205,90,90,0.0
ES,upper_N20_median_k1,120,2021,200,94,92,0.01
ES,upper_N20_median_k1,120,2022,209,106,85,0.10047846889952153
ES,upper_N20_median_k2,5,2018,184,81,79,0.010869565217391304
ES,upper_N20_median_k2,5,2019,177,90,69,0.11864406779661017
ES,upper_N20_median_k2,5,2020,186,79,83,-0.021505376344086023
ES,upper_N20_median_k2,5,2021,181,84,71,0.0718232044198895
ES,upper_N20_median_k2,5,2022,197,99,76,0.116751269035533
ES,upper_N20_median_k2,15,2018,184,83,81,0.010869565217391304
ES,upper_N20_median_k2,15,2019,177,93,71,0.12429378531073447
ES,upper_N20_median_k2,15,2020,186,83,86,-0.016129032258064516
ES,upper_N20_median_k2,15,2021,181,90,72,0.09944751381215469
ES,upper_N20_median_k2,15,2022,197,99,76,0.116751269035533
ES,upper_N20_median_k2,30,2018,184,83,81,0.010869565217391304
ES,upper_N20_median_k2,30,2019,177,93,72,0.11864406779661017
ES,upper_N20_median_k2,30,2020,186,85,86,-0.005376344086021506
ES,upper_N20_median_k2,30,2021,181,92,72,0.11049723756906077
ES,upper_N20_median_k2,30,2022,197,99,76,0.116751269035533
ES,upper_N20_median_k2,60,2018,184,83,81,0.010869565217391304
ES,upper_N20_median_k2,60,2019,177,93,72,0.11864406779661017
ES,upper_N20_median_k2,60,2020,186,85,86,-0.005376344086021506
ES,upper_N20_median_k2,60,2021,181,92,72,0.11049723756906077
ES,upper_N20_median_k2,60,2022,197,99,76,0.116751269035533
ES,upper_N20_median_k2,120,2018,184,83,81,0.010869565217391304
ES,upper_N20_median_k2,120,2019,177,93,72,0.11864406779661017
ES,upper_N20_median_k2,120,2020,186,85,86,-0.005376344086021506
ES,upper_N20_median_k2,120,2021,181,92,72,0.11049723756906077
ES,upper_N20_median_k2,120,2022,197,99,76,0.116751269035533
ES,upper_N20_median_k3,5,2018,171,73,72,0.005847953216374269
ES,upper_N20_median_k3,5,2019,160,74,69,0.03125
ES,upper_N20_median_k3,5,2020,171,69,72,-0.017543859649122806
ES,upper_N20_median_k3,5,2021,167,70,68,0.011976047904191617
ES,upper_N20_median_k3,5,2022,182,81,78,0.016483516483516484
ES,upper_N20_median_k3,15,2018,171,74,75,-0.005847953216374269
ES,upper_N20_median_k3,15,2019,160,77,70,0.04375
ES,upper_N20_median_k3,15,2020,171,75,77,-0.011695906432748537
ES,upper_N20_median_k3,15,2021,167,74,70,0.023952095808383235
ES,upper_N20_median_k3,15,2022,182,83,79,0.02197802197802198
