instrument,session_date,n_clustered_pairs
NQ,2021-09-20,8
NQ,2021-09-21,10
NQ,2021-09-22,11
NQ,2021-09-23,4
NQ,2021-09-24,8
NQ,2021-09-27,7
NQ,2021-09-28,4
NQ,2021-09-29,7
NQ,2021-09-30,11
NQ,2021-10-01,4
NQ,2021-10-04,8
NQ,2021-10-05,7
NQ,2021-10-06,6
NQ,2021-10-07,9
NQ,2021-10-08,8
NQ,2021-10-11,7
NQ,2021-10-12,7
NQ,2021-10-13,10
NQ,2021-10-14,10
NQ,2021-10-15,15
NQ,2021-10-18,19
NQ,2021-10-19,8
NQ,2021-10-20,12
NQ,2021-10-21,18
NQ,2021-10-22,7
NQ,2021-10-25,9
NQ,2021-10-26,11
NQ,2021-10-27,9
NQ,2021-10-28,9
NQ,2021-10-29,11
NQ,2021-11-01,12
NQ,2021-11-02,12
NQ,2021-11-03,11
NQ,2021-11-04,12
NQ,2021-11-05,5
NQ,2021-11-08,8
NQ,2021-11-09,11
NQ,2021-11-10,5
NQ,2021-11-11,3
NQ,2021-11-12,16
NQ,2021-11-15,8
NQ,2021-11-16,12
NQ,2021-11-17,19
NQ,2021-11-18,7
NQ,2021-11-19,8
NQ,2021-11-22,16
NQ,2021-11-23,8
NQ,2021-11-24,7
NQ,2021-11-25,16
NQ,2021-11-26,5
NQ,2021-11-29,14
NQ,2021-11-30,7
NQ,2021-12-01,11
NQ,2021-12-02,10
NQ,2021-12-03,8
NQ,2021-12-06,11
NQ,2021-12-07,10
NQ,2021-12-08,19
NQ,2021-12-09,14
NQ,2021-12-10,12
NQ,2021-12-13,9
NQ,2021-12-14,6
NQ,2021-12-15,9
NQ,2021-12-16,15
NQ,2021-12-17,6
NQ,2021-12-20,8
NQ,2021-12-21,11
NQ,2021-12-22,13
NQ,2021-12-23,9
NQ,2021-12-27,14
NQ,2021-12-28,9
NQ,2021-12-29,11
NQ,2021-12-30,17
NQ,2021-12-31,14
NQ,2022-01-03,12
NQ,2022-01-04,17
NQ,2022-01-05,12
NQ,2022-01-06,6
NQ,2022-01-07,8
NQ,2022-01-10,10
NQ,2022-01-11,9
NQ,2022-01-12,7
NQ,2022-01-13,9
NQ,2022-01-14,8
NQ,2022-01-17,11
NQ,2022-01-18,10
NQ,2022-01-19,9
NQ,2022-01-20,11
NQ,2022-01-21,11
NQ,2022-01-24,10
NQ,2022-01-25,11
NQ,2022-01-26,10
NQ,2022-01-27,13
NQ,2022-01-28,13
NQ,2022-01-31,9
NQ,2022-02-01,12
NQ,2022-02-02,12
NQ,2022-02-03,9
NQ,2022-02-04,7
NQ,2022-02-07,10
NQ,2022-02-08,10
NQ,2022-02-09,4
NQ,2022-02-10,7
NQ,2022-02-11,6
NQ,2022-02-14,8
NQ,2022-02-15,6
NQ,2022-02-16,8
NQ,2022-02-17,10
NQ,2022-02-18,6
NQ,2022-02-21,6
NQ,2022-02-22,5
NQ,2022-02-23,15
NQ,2022-02-24,9
NQ,2022-02-25,6
NQ,2022-02-28,8
NQ,2022-03-01,7
NQ,2022-03-02,9
NQ,2022-03-03,6
NQ,2022-03-04,9
NQ,2022-03-07,8
NQ,2022-03-08,10
NQ,2022-03-09,10
NQ,2022-03-10,11
NQ,2022-03-11,8
NQ,2022-03-14,11
NQ,2022-03-15,17
NQ,2022-03-16,10
NQ,2022-03-17,11
NQ,2022-03-18,10
NQ,2022-03-21,13
NQ,2022-03-22,13
NQ,2022-03-23,7
NQ,2022-03-24,25
NQ,2022-03-25,16
NQ,2022-03-28,15
NQ,2022-03-29,14
NQ,2022-03-30,22
NQ,2022-03-31,17
NQ,2022-04-01,18
NQ,2022-04-04,17
NQ,2022-04-05,16
NQ,2022-04-06,8
NQ,2022-04-07,11
NQ,2022-04-08,12
NQ,2022-04-11,5
NQ,2022-04-12,4
NQ,2022-04-13,7
NQ,2022-04-14,9
NQ,2022-04-18,10
NQ,2022-04-19,10
NQ,2022-04-20,7
NQ,2022-04-21,8
NQ,2022-04-22,11
NQ,2022-04-25,10
NQ,2022-04-26,10
NQ,2022-04-27,12
NQ,2022-04-28,9
NQ,2022-04-29,10
NQ,2022-05-02,12
NQ,2022-05-03,12
NQ,2022-05-04,17
NQ,2022-05-05,7
NQ,2022-05-06,5
NQ,2022-05-09,6
NQ,2022-05-10,5
NQ,2022-05-11,6
NQ,2022-05-12,7
NQ,2022-05-13,10
NQ,2022-05-16,10
NQ,2022-05-17,5
NQ,2022-05-18,8
NQ,2022-05-19,12
NQ,2022-05-20,11
NQ,2022-05-23,11
NQ,2022-05-24,11
NQ,2022-05-25,16
NQ,2022-05-26,15
NQ,2022-05-27,18
NQ,2022-05-30,13
NQ,2022-05-31,11
NQ,2022-06-01,9
NQ,2022-06-02,12
NQ,2022-06-03,10
NQ,2022-06-06,11
NQ,2022-06-07,8
NQ,2022-06-08,13
NQ,2022-06-09,10
NQ,2022-06-10,5
NQ,2022-06-13,9
NQ,2022-06-14,13
NQ,2022-06-15,12
NQ,2022-06-16,7
NQ,2022-06-17,11
NQ,2022-06-20,9
NQ,2022-06-21,7
NQ,2022-06-22,11
NQ,2022-06-23,8
NQ,2022-06-24,9
NQ,2022-06-27,9
NQ,2022-06-28,14
NQ,2022-06-29,10
NQ,2022-06-30,10
NQ,2022-07-01,9
NQ,2022-07-04,9
NQ,2022-07-05,4
NQ,2022-07-06,10
NQ,2022-07-07,14
NQ,2022-07-08,5
NQ,2022-07-11,11
NQ,2022-07-12,5
NQ,2022-07-13,4
NQ,2022-07-14,3
NQ,2022-07-15,10
NQ,2022-07-18,14
NQ,2022-07-19,12
NQ,2022-07-20,11
NQ,2022-07-21,10
NQ,2022-07-22,14
NQ,2022-07-25,8
NQ,2022-07-26,10
NQ,2022-07-27,10
NQ,2022-07-28,10
NQ,2022-07-29,9
NQ,2022-08-01,14
NQ,2022-08-02,5
NQ,2022-08-03,6
NQ,2022-08-04,9
NQ,2022-08-05,7
NQ,2022-08-08,9
NQ,2022-08-09,9
NQ,2022-08-10,8
NQ,2022-08-11,9
NQ,2022-08-12,11
NQ,2022-08-15,14
NQ,2022-08-16,13
NQ,2022-08-17,10
NQ,2022-08-18,10
NQ,2022-08-19,12
NQ,2022-08-22,10
NQ,2022-08-23,15
NQ,2022-08-24,17
NQ,2022-08-25,6
NQ,2022-08-26,9
NQ,2022-08-29,15
NQ,2022-08-30,7
NQ,2022-08-31,7
NQ,2022-09-01,7
NQ,2022-09-02,8
NQ,2022-09-05,10
NQ,2022-09-06,6
NQ,2022-09-07,10
NQ,2022-09-08,11
NQ,2022-09-09,9
NQ,2022-09-12,12
NQ,2022-09-13,11
NQ,2022-09-14,7
NQ,2022-09-15,6
NQ,2022-09-16,10
NQ,2022-09-19,8
NQ,2022-09-20,9
NQ,2022-09-21,16
NQ,2022-09-22,9
NQ,2022-09-23,5
NQ,2022-09-26,11
NQ,2022-09-27,9
NQ,2022-09-28,8
NQ,2022-09-29,10
NQ,2022-09-30,7
NQ,2022-10-03,7
NQ,2022-10-04,8
NQ,2022-10-05,9
NQ,2022-10-06,8
NQ,2022-10-07,6
NQ,2022-10-10,6
NQ,2022-10-11,9
NQ,2022-10-12,9
NQ,2022-10-13,6
NQ,2022-10-14,6
NQ,2022-10-17,6
NQ,2022-10-18,5
NQ,2022-10-19,6
NQ,2022-10-20,4
NQ,2022-10-21,6
NQ,2022-10-24,10
NQ,2022-10-25,15
NQ,2022-10-26,9
NQ,2022-10-27,9
NQ,2022-10-28,14
NQ,2022-10-31,11
NQ,2022-11-01,10
NQ,2022-11-02,9
NQ,2022-11-03,9
NQ,2022-11-04,14
NQ,2022-11-07,12
NQ,2022-11-08,11
NQ,2022-11-09,14
NQ,2022-11-10,12
NQ,2022-11-11,13
NQ,2022-11-14,19
NQ,2022-11-15,7
NQ,2022-11-16,8
NQ,2022-11-17,8
NQ,2022-11-18,7
NQ,2022-11-21,13
NQ,2022-11-22,9
NQ,2022-11-23,14
NQ,2022-11-24,13
NQ,2022-11-25,10
NQ,2022-11-28,17
NQ,2022-11-29,13
NQ,2022-11-30,19
NQ,2022-12-01,12
NQ,2022-12-02,4
NQ,2022-12-05,8
NQ,2022-12-06,10
NQ,2022-12-07,7
NQ,2022-12-08,8
NQ,2022-12-09,6
NQ,2022-12-12,6
NQ,2022-12-13,6
NQ,2022-12-14,8
NQ,2022-12-15,7
NQ,2022-12-16,7
NQ,2022-12-19,12
NQ,2022-12-20,7
NQ,2022-12-21,11
NQ,2022-12-22,6
NQ,2022-12-23,7
NQ,2022-12-27,5
NQ,2022-12-28,18
NQ,2022-12-29,12
NQ,2022-12-30,7
